19, 0, 0, 191, 191, 191
20, 0, 0, 191, 191, 191
19, 1, 0, 191, 191, 191
20, 1, 0, 191, 191, 191
19, 2, 0, 191, 191, 191
20, 2, 0, 191, 191, 191
19, 3, 0, 191, 191, 191
20, 3, 0, 191, 191, 191
19, 4, 0, 191, 191, 191
20, 4, 0, 191, 191, 191
19, 5, 0, 191, 191, 191
20, 5, 0, 191, 191, 191
19, 6, 0, 191, 191, 191
20, 6, 0, 191, 191, 191
19, 7, 0, 191, 191, 191
20, 7, 0, 191, 191, 191
19, 8, 0, 191, 191, 191
20, 8, 0, 191, 191, 191
19, 9, 0, 191, 191, 191
20, 9, 0, 191, 191, 191
19, 10, 0, 191, 191, 191
20, 10, 0, 191, 191, 191
19, 11, 0, 191, 191, 191
20, 11, 0, 191, 191, 191
19, 12, 0, 191, 191, 191
20, 12, 0, 191, 191, 191
19, 13, 0, 191, 191, 191
20, 13, 0, 191, 191, 191
19, 14, 0, 191, 191, 191
20, 14, 0, 191, 191, 191
19, 15, 0, 191, 191, 191
20, 15, 0, 191, 191, 191
19, 16, 0, 191, 191, 191
20, 16, 0, 191, 191, 191
19, 17, 0, 191, 191, 191
20, 17, 0, 191, 191, 191
19, 18, 0, 191, 191, 191
20, 18, 0, 191, 191, 191
19, 19, 0, 191, 191, 191
20, 19, 0, 191, 191, 191
19, 20, 0, 191, 191, 191
20, 20, 0, 191, 191, 191
19, 21, 0, 191, 191, 191
20, 21, 0, 191, 191, 191
19, 22, 0, 191, 191, 191
20, 22, 0, 191, 191, 191
19, 23, 0, 191, 191, 191
20, 23, 0, 191, 191, 191
19, 24, 0, 191, 191, 191
20, 24, 0, 191, 191, 191
19, 25, 0, 191, 191, 191
20, 25, 0, 191, 191, 191
19, 26, 0, 191, 191, 191
20, 26, 0, 191, 191, 191
19, 27, 0, 191, 191, 191
20, 27, 0, 191, 191, 191
19, 28, 0, 191, 191, 191
20, 28, 0, 191, 191, 191
19, 29, 0, 191, 191, 191
20, 29, 0, 191, 191, 191
19, 30, 0, 191, 191, 191
20, 30, 0, 191, 191, 191
19, 31, 0, 191, 191, 191
20, 31, 0, 191, 191, 191
19, 32, 0, 191, 191, 191
20, 32, 0, 191, 191, 191
19, 33, 0, 191, 191, 191
20, 33, 0, 191, 191, 191
19, 34, 0, 191, 191, 191
20, 34, 0, 191, 191, 191
19, 35, 0, 191, 191, 191
20, 35, 0, 191, 191, 191
19, 36, 0, 191, 191, 191
20, 36, 0, 191, 191, 191
19, 37, 0, 191, 191, 191
20, 37, 0, 191, 191, 191
19, 38, 0, 191, 191, 191
20, 38, 0, 191, 191, 191
19, 39, 0, 191, 191, 191
20, 39, 0, 191, 191, 191
19, 40, 0, 191, 191, 191
20, 40, 0, 191, 191, 191
19, 41, 0, 191, 191, 191
20, 41, 0, 191, 191, 191
19, 42, 0, 191, 191, 191
20, 42, 0, 191, 191, 191
19, 43, 0, 191, 191, 191
20, 43, 0, 191, 191, 191
19, 44, 0, 191, 191, 191
20, 44, 0, 191, 191, 191
19, 45, 0, 191, 191, 191
20, 45, 0, 191, 191, 191
19, 46, 0, 191, 191, 191
20, 46, 0, 191, 191, 191
15, 47, 0, 191, 191, 191
16, 47, 0, 191, 191, 191
17, 47, 0, 191, 191, 191
18, 47, 0, 191, 191, 191
19, 47, 0, 191, 191, 191
20, 47, 0, 191, 191, 191
21, 47, 0, 191, 191, 191
22, 47, 0, 191, 191, 191
12, 48, 0, 191, 191, 191
13, 48, 0, 191, 191, 191
14, 48, 0, 191, 191, 191
15, 48, 0, 191, 191, 191
16, 48, 0, 191, 191, 191
17, 48, 0, 191, 191, 191
18, 48, 0, 191, 191, 191
19, 48, 0, 191, 191, 191
20, 48, 0, 191, 191, 191
21, 48, 0, 191, 191, 191
22, 48, 0, 191, 191, 191
